chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr9	87010000	87015000	chr9	87870000	87875000	0,0,0	2.748083	0.97835326	1.9148961	1.1502048	2.1449845	4.7194233	0.5686497	5.7418275
chr9	136395000	136400000	chr9	136590000	136595000	0,0,0	3.7530806	0.99618036	2.4131322	1.9077488	2.15235	3.8723917	0.704904	5.568168
chr9	15220000	15225000	chr9	15610000	15615000	0,0,0	2.636384	0.9884017	1.3162152	1.7209952	2.627036	2.9275844	0.69407636	4.457358
chr9	32585000	32590000	chr9	32960000	32965000	0,0,0	5.303527	0.99979204	2.933705	3.5591464	4.1403713	5.315355	1.5820085	8.47904
chr9	137960000	137965000	chr9	138450000	138455000	0,0,0	2.9147792	0.9892061	1.475683	2.105618	2.4412446	2.6575804	1.1320599	4.5292406
chr9	114520000	114525000	chr9	114835000	114840000	0,0,0	5.994337	0.9999713	3.5034463	3.2669392	5.1568947	7.554318	1.5283647	10.458264
chr9	138855000	138860000	chr9	139135000	139140000	0,0,0	5.2372622	1.0	3.279068	1.2404763	1.6236606	2.738244	0.85390043	3.8408895
chr9	140725000	140730000	chr9	140980000	140985000	0,0,0	2.9164717	0.99455506	1.4368666	2.4682522	2.8986933	3.0196064	0.9819585	5.2136083
chr9	131120000	131125000	chr9	131170000	131175000	0,0,0	1.8813806	0.97134566	1.4063416	0.78334296	1.0099983	2.856513	0.43960157	3.552818
chr9	101615000	101620000	chr9	101900000	101905000	0,0,0	3.5212805	0.98957676	2.394225	1.0520062	1.7565905	3.629074	0.4909384	4.564191
chr9	118355000	118360000	chr9	119405000	119410000	0,0,0	5.397068	0.99997914	2.1041393	6.511672	7.0192637	4.989933	2.448409	10.778085
chr9	120405000	120410000	chr9	122125000	122130000	0,0,0	3.7880657	0.99930775	1.805018	3.4065614	4.248537	4.248301	1.6626896	7.2763557
chr9	101765000	101770000	chr9	101905000	101910000	0,0,0	2.7565415	0.9644263	1.7292128	1.131248	1.3772974	2.3309405	0.6380206	3.3364942
chr9	73255000	73260000	chr9	73540000	73545000	0,0,0	3.6270745	0.99031514	2.3346426	1.4871858	1.8384957	3.3157268	0.9095393	4.6376696
chr9	97545000	97550000	chr9	97875000	97880000	0,0,0	2.4877725	0.9905782	1.586809	1.4604187	1.9096936	3.3670626	0.71003985	4.6652126
chr9	118925000	118930000	chr9	119335000	119340000	0,0,0	3.1240525	0.9894317	1.8027576	1.8285091	2.0928454	2.925025	0.77758276	4.5503664
chr9	18250000	18255000	chr9	19035000	19040000	0,0,0	4.0585675	0.99918836	2.4636583	2.3140016	3.2130852	5.0602703	1.3477532	7.1171603
chr9	19080000	19085000	chr9	19460000	19465000	0,0,0	3.1175601	0.9827062	2.0388393	1.1797326	1.6039882	3.0091777	0.7348193	4.057829
chr9	131800000	131805000	chr9	131835000	131840000	0,0,0	1.8595698	0.92384994	1.4627658	0.4514668	0.63291264	2.174013	0.22512315	2.5753167
chr9	17805000	17810000	chr9	19025000	19030000	0,0,0	4.090627	1.0	2.4848173	0.9599329	1.7150688	2.7253597	0.52628165	3.5786333
chr9	124395000	124400000	chr9	124755000	124760000	0,0,0	2.6385329	0.99117815	1.7583072	1.2137724	1.8591843	3.6521025	0.75306135	4.7310114
chr9	81050000	81055000	chr9	81330000	81335000	0,0,0	2.5689857	0.9686483	1.4118954	1.470325	1.7018566	2.1558912	0.7332254	3.4628468
chr9	89955000	89960000	chr9	90100000	90105000	0,0,0	2.888504	0.95826507	1.6915773	1.3607155	1.3764664	1.9672216	0.57749003	3.1767464
chr9	16185000	16190000	chr9	17455000	17460000	0,0,0	3.7441363	0.99723065	1.9876398	2.833795	2.9004056	3.3708208	1.6536666	5.88975
chr9	19410000	19415000	chr9	19445000	19450000	0,0,0	2.0928187	1.0	1.5801731	0.49286547	0.54260397	1.6234369	0.25501332	2.0615396
chr9	112325000	112330000	chr9	112580000	112585000	0,0,0	2.9787016	0.99227124	1.7365862	1.8248096	2.2563376	3.241257	0.92999965	4.86331
chr9	33080000	33085000	chr9	33225000	33230000	0,0,0	4.9053755	0.9997704	3.0330741	2.3145597	3.8404121	6.322651	1.0233936	8.380037
chr9	113595000	113600000	chr9	114050000	114055000	0,0,0	3.3756979	0.9969696	1.6463681	2.9713688	3.1566515	3.1584399	1.0416957	5.799657
chr9	114240000	114245000	chr9	114390000	114395000	0,0,0	2.198199	0.9530437	1.5230398	0.8136801	1.0611326	2.3355834	0.45347944	3.0588546
chr9	132600000	132605000	chr9	132640000	132645000	0,0,0	1.7785552	0.90418035	1.2525212	0.65215075	0.75787103	1.7658411	0.35635087	2.3455307
chr9	18790000	18795000	chr9	19025000	19030000	0,0,0	3.2209718	0.9797818	2.0692663	1.1467186	1.6064315	2.8822718	0.527818	3.9015775
chr9	137975000	137980000	chr9	138300000	138305000	0,0,0	3.9572883	0.99697113	2.2412772	2.8169332	4.010132	5.49338	1.7794545	7.9973207
chr9	75815000	75820000	chr9	77005000	77010000	0,0,0	3.3101192	0.9936318	1.688568	2.420334	2.6605968	2.905553	1.5073487	5.056961
chr9	137035000	137040000	chr9	137215000	137220000	0,0,0	3.8629546	0.9810057	2.0781207	1.3813562	2.1710954	2.736158	0.73479027	3.9640303
chr9	124315000	124320000	chr9	124460000	124465000	0,0,0	2.7654037	0.9721696	1.4924425	1.5571402	1.7977618	2.197872	0.5366648	3.5819964
chr9	19935000	19940000	chr9	20940000	20945000	0,0,0	3.1043193	0.98675096	1.7497587	2.6655512	2.972278	3.9449396	1.6530578	6.3143187
chr9	21810000	21815000	chr9	22450000	22455000	0,0,0	4.828455	0.99244195	2.1321025	2.5138915	3.0060072	2.6510763	1.0396855	4.8856463
chr9	74650000	74655000	chr9	74885000	74890000	0,0,0	5.2558594	0.998191	2.8266346	2.060113	3.5309608	4.4844337	0.9314523	6.315645
chr9	78725000	78730000	chr9	78920000	78925000	0,0,0	2.54178	0.9450438	1.4050076	1.3501267	1.3525307	1.7014068	0.5982976	2.9015193
chr9	37015000	37020000	chr9	37355000	37360000	0,0,0	2.1495404	0.94020575	1.3469815	1.5283626	1.87675	3.1684065	0.5475653	4.5269513
chr9	133255000	133260000	chr9	133290000	133295000	0,0,0	3.1005106	1.0	2.3599918	0.3859665	0.6359411	1.8781403	0.21722524	2.2212217
chr9	110255000	110260000	chr9	110815000	110820000	0,0,0	2.5646725	0.986469	1.2738669	2.1620343	2.303075	2.3814087	1.242393	4.303217
chr9	111220000	111225000	chr9	111525000	111530000	0,0,0	2.505404	0.94801784	1.448626	1.2627715	1.3175662	1.8346977	0.65236104	2.9571612
chr9	85145000	85150000	chr9	85575000	85580000	0,0,0	2.8572273	0.988301	1.6809508	1.5654943	2.0789201	3.057163	0.89761835	4.448714
chr9	112665000	112670000	chr9	112915000	112920000	0,0,0	3.8070734	0.9965363	2.6499357	1.4941018	1.943808	4.337918	0.8605583	5.6660085
chr9	38090000	38095000	chr9	38355000	38360000	0,0,0	2.297579	0.9850233	1.6402802	1.0319164	1.3622216	3.2844381	0.5628174	4.2016973
chr9	33620000	33625000	chr9	33720000	33725000	0,0,0	6.726798	0.99995506	3.3831089	4.4077115	5.5716767	6.0933843	1.646901	10.01135
chr9	92215000	92220000	chr9	92860000	92865000	0,0,0	7.9536357	0.9999998	4.1220503	6.8745265	10.545784	12.466024	4.002571	18.576715
chr9	128170000	128175000	chr9	129165000	129170000	0,0,0	3.423774	0.99873626	2.005259	2.4233947	3.1090422	4.5202265	1.1407341	6.6743546
chr9	35485000	35490000	chr9	35550000	35555000	0,0,0	2.2359767	0.953905	1.5848702	0.9128425	0.94376004	2.2659533	0.4181679	3.077369
chr9	140560000	140565000	chr9	141005000	141010000	0,0,0	2.5880754	0.98972154	1.2564737	2.2950506	2.5330029	2.5381334	1.0642906	4.5781784
chr9	19490000	19495000	chr9	19625000	19630000	0,0,0	2.605056	0.93947387	1.7286451	0.97151715	0.98872197	1.9414	0.38820753	2.804971
chr9	129705000	129710000	chr9	129960000	129965000	0,0,0	5.1885076	0.99993575	3.0205743	3.7635074	4.4209185	6.308527	2.0812042	9.653867
chr9	77875000	77880000	chr9	78925000	78930000	0,0,0	3.068317	0.99692154	1.4684615	2.7501428	3.3371236	3.3393545	1.1578184	5.7839255
chr9	128505000	128510000	chr9	128605000	128610000	0,0,0	1.9879193	0.94416034	1.3288699	0.9835789	1.0029684	2.0112777	0.5565069	2.88557
chr9	73905000	73910000	chr9	74160000	74165000	0,0,0	2.532277	0.9599503	1.5022924	1.1788557	1.4557041	2.1700964	0.8334212	3.217968
chr9	77885000	77890000	chr9	78485000	78490000	0,0,0	3.5228748	0.9978172	1.6225001	3.3972883	3.4663045	3.1079798	1.5985408	6.1277914
chr9	137425000	137430000	chr9	138340000	138345000	0,0,0	2.5746655	0.98277825	1.2931659	1.6805876	2.318767	2.5681484	0.8702487	4.062004
chr9	129210000	129215000	chr9	129420000	129425000	0,0,0	5.208925	0.99873483	2.2947	2.2865157	4.690275	4.6407804	1.3175437	6.6732388
chr9	81870000	81875000	chr9	82180000	82185000	0,0,0	2.3293283	0.9785202	1.4719821	0.79535484	1.8113161	3.1340582	0.49543267	3.8410406
chr9	129885000	129890000	chr9	129935000	129940000	0,0,0	1.9144269	0.9257296	1.2963488	0.83638877	0.8935521	1.8568552	0.4122375	2.6003118
chr9	129060000	129065000	chr9	129160000	129165000	0,0,0	2.500135	0.9696838	1.6579553	0.74182403	1.4693811	2.8370376	0.43071172	3.4964368
chr9	13355000	13360000	chr9	14420000	14425000	0,0,0	2.709845	0.99665356	1.6041929	2.1917462	3.9310052	5.936829	1.4882816	7.885048
chr9	34435000	34440000	chr9	34500000	34505000	0,0,0	2.234526	0.98716795	1.4174404	1.5412743	1.7183121	2.9862394	0.56187916	4.3562613
chr9	16185000	16190000	chr9	17050000	17055000	0,0,0	2.954789	0.98626995	1.3479786	3.2587614	3.7006867	3.3763115	1.5470914	6.2729883
chr9	134015000	134020000	chr9	134330000	134335000	0,0,0	2.7228665	0.97145194	1.5567719	1.3386574	1.7105494	2.3666182	0.5225009	3.556536
chr9	75720000	75725000	chr9	75795000	75800000	0,0,0	4.3116217	0.9914262	2.2187083	2.0067554	2.6065254	2.975757	0.67477316	4.7595396
chr9	87295000	87300000	chr9	88035000	88040000	0,0,0	2.2067006	0.9826516	1.4590822	1.2639846	1.5144179	2.9311342	0.6719644	4.054676
chr9	117440000	117445000	chr9	117775000	117780000	0,0,0	4.0343037	0.9977835	1.9796662	2.8915725	3.4183164	3.542173	1.0698609	6.1124597
chr9	79625000	79630000	chr9	79765000	79770000	0,0,0	3.0836222	0.9707222	2.0827742	1.0260761	1.277818	2.619225	0.48819596	3.5312924
chr9	113395000	113400000	chr9	114065000	114070000	0,0,0	5.102966	0.99990934	2.8122244	4.034058	4.512743	5.7236323	1.6997148	9.309462
chr9	77815000	77820000	chr9	78475000	78480000	0,0,0	5.3992577	0.9997508	1.9247036	5.5473404	5.5702195	3.3672223	2.382792	8.298192
chr9	130265000	130270000	chr9	130685000	130690000	0,0,0	2.655027	0.98620677	1.7499089	1.2766278	1.6436447	3.1492395	0.7508134	4.28402
chr9	113215000	113220000	chr9	113385000	113390000	0,0,0	2.6844912	0.9682795	1.826622	1.014193	1.2161323	2.549645	0.54676324	3.45115
chr9	72590000	72595000	chr9	72720000	72725000	0,0,0	3.3757207	0.98636186	1.7791531	1.6569808	2.3457308	2.8224568	0.6914954	4.2953286
chr9	99610000	99615000	chr9	99985000	99990000	0,0,0	2.2148857	0.983023	1.3440826	1.3549082	1.8266755	2.8719554	0.81815064	4.0763183
chr9	91205000	91210000	chr9	91615000	91620000	0,0,0	3.894749	0.9988728	2.4594676	2.0770216	2.8704953	4.9424915	0.8177093	6.7887335
chr9	21235000	21240000	chr9	21455000	21460000	0,0,0	2.661978	0.98207366	1.581297	1.4150645	1.8436683	2.7640681	0.60841054	4.021903
chr9	133335000	133340000	chr9	133555000	133560000	0,0,0	5.8962564	0.9998676	3.2492726	3.4680953	4.530288	5.8478384	1.3257319	8.93059
chr9	139870000	139875000	chr9	140040000	140045000	0,0,0	2.711169	0.98615164	1.5216957	1.6744925	2.0967867	2.7915928	0.8278293	4.2800307
chr9	132880000	132885000	chr9	133225000	133230000	0,0,0	4.851998	1.0	2.6327486	1.5220432	2.6534567	3.4247725	1.1373614	4.7776995
chr9	6355000	6360000	chr9	6570000	6575000	0,0,0	3.355546	0.9904347	1.9751092	1.7247456	2.1266918	3.1169891	0.74301404	4.6500964
chr9	21810000	21815000	chr9	22140000	22145000	0,0,0	2.3701777	0.96442825	1.5046211	1.1596696	1.3240125	2.3057318	0.76478016	3.336549
chr9	94895000	94900000	chr9	95385000	95390000	0,0,0	3.4486594	0.9931819	2.3207517	1.309784	1.8944577	3.824434	0.90019786	4.9886866
chr9	77385000	77390000	chr9	77690000	77695000	0,0,0	5.3321686	0.99926794	3.158341	2.0243192	3.5872567	5.421007	1.2483131	7.2204022
chr9	21325000	21330000	chr9	21395000	21400000	0,0,0	2.0331616	0.9445502	1.5043308	0.5373956	0.90687627	2.414893	0.36045867	2.8925776
chr9	125855000	125860000	chr9	126110000	126115000	0,0,0	4.074835	0.9987911	2.9015641	1.9540846	2.0456662	4.981776	1.2858722	6.718741
chr9	136655000	136660000	chr9	136855000	136860000	0,0,0	4.2699013	0.99929076	2.8659194	1.7876694	2.8320043	5.663004	1.1997633	7.2520432
chr9	101075000	101080000	chr9	101465000	101470000	0,0,0	2.972772	0.9966354	2.0342703	1.6352395	1.9916244	4.2414846	0.81978035	5.695031
chr9	138615000	138620000	chr9	139085000	139090000	0,0,0	2.6757183	0.96416104	1.3094918	1.7118664	1.8000453	1.8074055	0.6059211	3.3290644
chr9	102580000	102585000	chr9	103080000	103085000	0,0,0	2.4351194	0.95811886	1.5162134	1.1701471	1.2859315	2.1331184	0.73079425	3.173249
chr9	131940000	131945000	chr9	132250000	132255000	0,0,0	2.3406823	0.964979	1.5343136	1.3404155	2.1140308	3.980958	0.6765482	5.172438
chr9	89950000	89955000	chr9	90280000	90285000	0,0,0	4.71348	0.99905187	3.1369984	2.0334415	2.6214569	5.1542177	0.84399664	6.9617214
chr9	136375000	136380000	chr9	136870000	136875000	0,0,0	4.748452	1.0	2.8704724	1.3888673	1.4947066	2.3079906	1.0259469	3.5425396
chr9	5645000	5650000	chr9	5685000	5690000	0,0,0	2.015304	0.9348106	1.3242612	0.9220991	1.0020204	1.9110972	0.46974543	2.730741
chr9	129060000	129065000	chr9	129245000	129250000	0,0,0	2.6422389	0.9550874	1.7298102	0.84809405	1.250429	2.3494978	0.6368148	3.1033592
chr9	85945000	85950000	chr9	86150000	86155000	0,0,0	2.123533	0.9692314	1.4717896	1.0986795	1.1202871	2.5050187	0.50505537	3.4816227
chr9	124310000	124315000	chr9	124750000	124755000	0,0,0	2.9844515	0.9937821	1.9848918	1.6194553	1.8491638	3.641332	0.95017797	5.0808477
chr9	135565000	135570000	chr9	135665000	135670000	0,0,0	2.736935	0.9863709	1.6002175	1.4665041	2.0546122	2.9924335	0.7799312	4.295993
chr9	13035000	13040000	chr9	13400000	13405000	0,0,0	3.8254924	0.9864738	1.981689	1.8051468	2.3384082	2.6989992	0.8500338	4.303574
chr9	89235000	89240000	chr9	89560000	89565000	0,0,0	2.4354398	0.98196864	1.399581	1.4700198	1.9339569	2.7093737	0.6826289	4.016058
chr9	136930000	136935000	chr9	137325000	137330000	0,0,0	3.1303685	0.972786	1.6660349	1.601796	1.8335958	2.1805782	0.7679804	3.6043968
chr9	26735000	26740000	chr9	26970000	26975000	0,0,0	3.152368	0.9723169	1.7695357	1.4132442	1.7521652	2.3310883	0.7522045	3.5873055
chr9	27720000	27725000	chr9	28070000	28075000	0,0,0	3.3955383	0.98601735	2.2167234	1.1853697	1.7237682	3.216717	0.72908247	4.270379
chr9	78210000	78215000	chr9	78915000	78920000	0,0,0	2.8261864	0.98264414	1.6286542	1.6739463	1.8472358	2.5662918	1.1299019	4.054244
chr9	123385000	123390000	chr9	123705000	123710000	0,0,0	2.6949267	0.9609839	1.5361065	1.4468894	1.4561993	1.957993	0.5433886	3.2441168
chr9	71665000	71670000	chr9	71805000	71810000	0,0,0	3.629412	0.9842767	2.0473847	1.6436931	2.0067058	2.6919832	0.6087793	4.1530437
chr9	82175000	82180000	chr9	82765000	82770000	0,0,0	3.5785108	0.9864424	2.0830417	1.7403269	1.9384378	2.7542956	1.1742967	4.301253
chr9	84300000	84305000	chr9	85555000	85560000	0,0,0	3.5697486	0.9972444	1.770675	2.9116385	3.186089	3.3066244	1.2341311	5.8947477
chr9	88305000	88310000	chr9	88405000	88410000	0,0,0	2.5722678	0.94319856	1.7250084	0.89693654	1.0278285	2.071214	0.50795394	2.868491
chr9	107925000	107930000	chr9	108175000	108180000	0,0,0	3.0182297	0.984075	1.7805254	1.6662328	1.8197539	2.6591997	0.7234698	4.1402955
chr9	92205000	92210000	chr9	93630000	93635000	0,0,0	3.2721796	0.9955658	2.302451	1.3069159	1.8558223	4.2572575	0.72620666	5.4189606
chr9	73900000	73905000	chr9	74410000	74415000	0,0,0	3.801433	0.98839647	1.704967	2.3956766	2.6427174	2.327416	1.286652	4.4569063
chr9	137585000	137590000	chr9	137865000	137870000	0,0,0	2.48364	0.9754337	1.5593681	1.156301	1.5772411	2.6789424	0.6561968	3.7067654
chr9	106560000	106565000	chr9	107165000	107170000	0,0,0	2.6581907	0.9839163	1.4270666	1.8217376	2.0781264	2.5110521	1.011124	4.1303744
chr9	117160000	117165000	chr9	117665000	117670000	0,0,0	3.6036546	0.9826739	1.7502304	1.7955112	2.3617015	2.4599493	0.9343771	4.055959
chr9	123985000	123990000	chr9	124030000	124035000	0,0,0	1.8981029	0.91724694	1.4735241	0.5179958	0.6120325	2.0317125	0.36510438	2.492153
chr9	21990000	21995000	chr9	22235000	22240000	0,0,0	2.4358332	0.9666122	1.6442996	0.8195176	1.3165171	2.6714568	0.5041778	3.3999171
chr9	103475000	103480000	chr9	103815000	103820000	0,0,0	2.2257023	0.9707395	1.3457406	1.3080709	1.5278052	2.3691533	0.5750302	3.531883
chr9	4380000	4385000	chr9	4640000	4645000	0,0,0	3.153174	0.99318916	1.9485503	1.7816302	2.0877223	3.406088	1.0840738	4.9897594
chr9	123975000	123980000	chr9	124160000	124165000	0,0,0	3.479722	0.99074596	2.1758773	1.6777036	1.9029896	3.1918893	0.80871826	4.6831813
chr9	25960000	25965000	chr9	26325000	26330000	0,0,0	3.456213	0.99123466	2.0417826	1.6668053	2.1959171	3.255838	0.9679002	4.737443
chr9	16600000	16605000	chr9	16945000	16950000	0,0,0	3.50878	0.98852223	1.4947698	2.3939795	2.8100169	2.3398263	1.0954508	4.4678082
chr9	96270000	96275000	chr9	96315000	96320000	0,0,0	1.855881	0.9050937	1.3457811	0.67173624	0.67556304	1.7580109	0.34283802	2.35511
chr9	76290000	76295000	chr9	77005000	77010000	0,0,0	3.1499753	0.99505055	1.6707302	2.3663871	2.7123487	3.205572	1.5799737	5.309027
chr9	138855000	138860000	chr9	139010000	139015000	0,0,0	3.2604172	0.9965359	2.0635161	2.0313008	2.234276	3.8602931	1.0011625	5.6658936
chr9	82540000	82545000	chr9	82775000	82780000	0,0,0	4.0925684	0.9912187	2.0507038	1.4799353	2.9517436	3.42012	0.79171735	4.735618
chr9	98075000	98080000	chr9	98270000	98275000	0,0,0	2.7974882	0.96817315	1.6234455	1.1866428	1.667561	2.3930082	0.6845823	3.4478018
chr9	140185000	140190000	chr9	140415000	140420000	0,0,0	3.1921318	0.9842657	1.9548748	1.4682722	1.7805986	2.8472114	0.8906833	4.1523423
chr9	21460000	21465000	chr9	21785000	21790000	0,0,0	4.105671	0.99802274	2.538843	2.1271005	2.64935	4.3359165	1.2006651	6.2266726
chr9	375000	380000	chr9	1005000	1010000	0,0,0	4.484272	0.999835	2.2334824	4.1419687	4.7604914	5.0289197	1.9726602	8.7106695
chr9	129370000	129375000	chr9	129540000	129545000	0,0,0	2.9907115	0.9685222	1.7621636	1.1597669	1.6401873	2.4279268	0.61201173	3.4588308
chr9	75480000	75485000	chr9	75630000	75635000	0,0,0	2.5196512	0.97371525	1.7057625	0.96695584	1.3532457	2.7796266	0.56424516	3.6391432
chr9	112330000	112335000	chr9	112910000	112915000	0,0,0	2.5966313	0.9852392	1.7046736	1.1627479	1.6815879	3.182666	0.55603164	4.21622
chr9	125135000	125140000	chr9	125570000	125575000	0,0,0	3.1292121	0.9937623	2.127689	1.3011212	1.8887217	3.921124	0.7593007	5.0776763
chr9	20360000	20365000	chr9	20620000	20625000	0,0,0	2.3143272	0.9596337	1.5953435	0.94483715	1.0858132	2.3702378	0.55255544	3.210093
chr9	12715000	12720000	chr9	12975000	12980000	0,0,0	3.4989417	0.9944711	1.7044343	2.1253731	3.1030319	3.309081	0.9779472	5.1983013
chr9	124885000	124890000	chr9	125110000	125115000	0,0,0	6.4611974	0.99993485	3.259934	3.9064283	5.5093555	6.167241	1.3694187	9.639622
chr9	107540000	107545000	chr9	108170000	108175000	0,0,0	3.6971388	0.9991582	2.2363234	2.879651	2.9316483	4.521043	0.99332553	7.0807323
chr9	6065000	6070000	chr9	6300000	6305000	0,0,0	4.218486	0.9984357	2.0900245	3.3252845	3.4309757	3.5051525	1.2490644	6.4609613
chr9	85230000	85235000	chr9	85560000	85565000	0,0,0	3.816249	0.99545556	1.6717567	3.0411775	3.2158532	2.6911464	1.1037369	5.3944154
